Day,P2P Buying Price (Rs),BTC Rate (USD),USD to LKR Price,BTC vs LKR,P2P Premium
2023-10-11,333.85,27388.97008,323.6,8863070.717888,10.25
2023-10-12,333.18,26861.27042,323.25,8682905.663265001,9.930000000000007
2023-10-13,333.2,26753.60116,323.25,8648101.57497,9.949999999999989
2023-10-14,332.41,26862.50866,323.25,8683305.924345,9.160000000000025
2023-10-15,332.66,26854.47127,323.25,8680707.8380275,9.410000000000025
2023-10-16,331.98,27135.85681,323.9,8789304.020759,8.080000000000041
2023-10-17,331.95,28517.88338,324.0,9239794.215119999,7.949999999999989
2023-10-18,330.5,28394.78691,324.5,9214108.352295,6.0
2023-10-19,330.0,28304.54565,324.5,9184825.063425,5.5
2023-10-20,333.15,28718.4841,325.5,9347866.574550001,7.649999999999977
2023-10-21,334.18,29668.69134,325.5,9657159.031170001,8.680000000000007
2023-10-22,334.1,29913.94417,325.5,9736988.827335,8.600000000000023
2023-10-23,333.82,29980.61228,325.9,9770681.542051999,7.920000000000016
2023-10-24,334.98,33094.53687,327.0,10821913.55649,7.980000000000018
2023-10-25,335.84,33922.94932,326.25,11067362.21565,9.589999999999975
2023-10-26,335.49,34477.28027,326.5,11256832.008155001,8.990000000000009
2023-10-27,334.88,34135.10023,327.3,11172418.305279,7.579999999999984
2023-10-28,334.08,33895.68626,327.3,11094058.112898001,6.779999999999973
2023-10-29,334.09,34066.45214,327.3,11149949.785422001,6.789999999999964
2023-10-30,332.88,34544.5737,327.0,11296075.5999,5.8799999999999955
2023-10-31,332.45,34468.75972,327.5,11288518.8083,4.949999999999989
2023-11-01,332.75,34655.5265,327.5,11349684.92875,5.25
2023-11-02,332.6,35449.03547,328.75,11653870.4107625,3.8500000000000227
2023-11-03,332.0,34928.89188,328.5,11474140.98258,3.5
2023-11-04,331.5,34717.96585,328.5,11404851.781725,3.0
2023-11-05,331.3,35069.94668,328.5,11520477.484380001,2.8000000000000114
2023-11-06,332.95,34990.9453,326.5,11424543.640449999,6.449999999999989
2023-11-07,332.9,35052.53347,327.5,11479704.711425,5.399999999999977
2023-11-08,332.45,35402.10392,328.25,11620740.61174,4.199999999999989
2023-11-09,333.0,35568.94875,327.0,11631046.24125,6.0
2023-11-10,333.18,36671.04036,326.75,11982262.43763,6.430000000000007
2023-11-11,332.99,37285.15548,326.75,12182924.55309,6.240000000000009
2023-11-12,333.2,37139.16159,326.75,12135221.049532501,6.449999999999989
2023-11-13,332.99,37073.21505,326.5,12104404.713825,6.490000000000009
2023-11-14,333.13,36457.98986,327.6,11943637.478136001,5.529999999999973
2023-11-15,332.72,35546.06373,328.5,11676881.935305001,4.220000000000027
2023-11-16,332.9,37846.33328,327.75,12404135.73252,5.149999999999977
2023-11-17,333.65,36157.03276,327.5,11841428.2289,6.149999999999977
2023-11-18,332.88,36609.47757,327.5,11989603.904175,5.3799999999999955
2023-11-19,332.5,36571.36714,327.5,11977122.73835,5.0
2023-11-20,332.45,37374.44041,327.75,12249472.844377501,4.699999999999989
2023-11-21,332.32,37449.16756,328.3,12294561.709948001,4.019999999999982
2023-11-22,332.32,35709.47506,328.25,11721635.188444998,4.069999999999993
2023-11-23,332.74,37431.3716,328.25,12286847.727699999,4.490000000000009
2023-11-24,333.25,37291.43348,328.2,12239048.468136,5.050000000000011
2023-11-25,333.58,37715.60716,328.2,12378262.269911999,5.3799999999999955
2023-11-26,333.7,37778.82132,328.2,12399009.157224001,5.5
2023-11-27,335.75,37454.25091,328.75,12313084.986662501,7.0
2023-11-28,337.39,37246.04424,329.0,12253948.554960001,8.389999999999986
2023-11-29,337.22,37822.46532,328.25,12415224.241290001,8.970000000000027
2023-11-30,336.5,37853.98048,327.75,12406642.102319999,8.75
2023-12-01,333.55,37739.03234,327.75,12368967.849435,5.800000000000011
2023-12-02,333.29,38693.55552,327.75,12681812.82168,5.5400000000000205
2023-12-03,332.9,39451.48658,327.75,12930224.726595,5.149999999999977
2023-12-04,333.8,40012.19476,327.85,13117998.052066,5.949999999999989
2023-12-05,334.49,41887.70552,327.8,13730789.869456,6.689999999999998
2023-12-06,335.55,44047.61294,326.8,14394759.908792,8.75
2023-12-07,335.4,43773.78708,326.5,14292141.48162,8.899999999999977
2023-12-08,334.25,43292.25399,326.75,14145743.9912325,7.5
2023-12-09,334.3,44206.95691,326.75,14444623.1703425,7.550000000000011
2023-12-10,334.07,43724.90149,326.75,14287111.5618575,7.319999999999993
2023-12-11,333.35,43773.89242,326.75,14303119.348234998,6.600000000000023
2023-12-12,333.48,41227.98598,326.75,13471244.418964999,6.730000000000018
2023-12-13,332.97,41475.25188,326.5,13541669.738820001,6.470000000000027
2023-12-14,332.9,42911.8601,326.4,14006431.13664,6.5
2023-12-15,332.99,43029.61034,326.85,14064228.139629,6.139999999999986
2023-12-16,333.4,41940.46943,326.85,13708242.4331955,6.5499999999999545
2023-12-17,333.0,42266.02667,326.85,13814650.8170895,6.149999999999977
2023-12-18,333.8,41416.72152,326.75,13532913.75666,7.050000000000011
2023-12-19,332.97,42640.12767,326.75,13932661.716172501,6.220000000000027
2023-12-20,333.78,42265.72223,326.75,13810324.7386525,7.029999999999973
2023-12-21,335.5,43636.94858,326.15,14232190.779366998,9.350000000000023
2023-12-22,334.75,43862.99561,325.3,14268632.471933,9.449999999999989
2023-12-23,335.49,43974.0962,325.3,14304773.49386,10.189999999999998
2023-12-24,335.29,43697.24187,325.3,14214712.780311,9.990000000000009
2023-12-25,334.8,42975.5183,326.086,14013714.860373802,8.713999999999999
2023-12-26,335.35,43587.89679,326.086,14213402.91266394,9.26400000000001
2023-12-27,334.29,42516.83844,323.75,13764826.44495,10.54000000000002
2023-12-28,334.17,43402.73521,323.8,14053805.660998,10.370000000000005
2023-12-29,333.85,42594.69952,323.8,13792163.704576,10.050000000000011
2023-12-30,333.75,42052.6347,323.8,13616643.115860002,9.949999999999989
2023-12-31,333.9,42166.01129,323.8,13653354.455702001,10.099999999999966
2024-01-01,335.14,42285.81009,322.75,13647745.2065475,12.389999999999986
2024-01-02,335.25,44177.63101,321.5,14203108.369715,13.75
2024-01-03,337.95,44951.52228,322.5,14496865.9353,15.449999999999989
2024-01-04,337.28,42842.78343,322.5,13816797.656175,14.779999999999973
2024-01-05,335.6,44151.37414,322.5,14238818.16015,13.100000000000023
2024-01-06,335.45,44146.93155,322.5,14237385.424875,12.949999999999989
2024-01-07,335.43,43968.70968,322.5,14179908.8718,12.930000000000007
2024-01-08,337.95,43927.10756,322.2,14153314.055831999,15.75
2024-01-09,337.7,46951.85864,322.4,15137279.225535998,15.300000000000011
2024-01-10,335.28,46110.35037,322.75,14882115.5819175,12.529999999999973
2024-01-11,335.45,46651.50714,322.5,15045111.05265,12.949999999999989
2024-01-12,335.28,46339.89314,322.0,14921445.59108,13.279999999999973
2024-01-13,333.5,42785.59413,322.0,13776961.309859999,11.5
2024-01-14,334.8,42846.51582,322.0,13796578.09404,12.800000000000011
2024-01-15,335.0,41735.24969,321.992,13438416.51818248,13.007999999999981
2024-01-16,334.88,42515.79718,321.4,13664577.213652,13.480000000000018
2024-01-17,335.8,43138.92565,320.8,13838967.34852,15.0
2024-01-18,337.0,42776.16681,320.5,13709761.462605001,16.5
2024-01-19,338.99,41327.27811,320.1,13228861.723011,18.889999999999986
2024-01-20,338.0,41658.91026,320.1,13335017.174225999,17.899999999999977
2024-01-21,333.0,41694.66824,320.1,13346463.303624,12.899999999999977
2024-01-22,337.67,41580.82842,319.8,13297548.928716,17.870000000000005
2024-01-23,339.0,39569.54314,319.7,12650382.941858,19.30000000000001
2024-01-24,339.98,39900.14042,318.0,12688244.653560001,21.980000000000018
2024-01-25,340.35,40086.53879,318.662,12774056.62389898,21.688000000000045
2024-01-26,337.3,39958.92077,317.5,12686957.344475,19.80000000000001
2024-01-27,337.49,41821.82792,317.5,13278430.3646,19.99000000000001
2024-01-28,336.76,42121.41353,317.5,13373548.795775,19.25999999999999
2024-01-29,336.14,42032.84737,317.6,13349632.324712003,18.539999999999964
2024-01-30,334.0,43302.09062,316.8,13718102.308416001,17.19999999999999
2024-01-31,332.0,42942.93639,315.7,13557085.018323,16.30000000000001
2024-02-01,329.74,42579.78993,313.2,13335990.206076,16.54000000000002
2024-02-02,327.06,43084.64079,311.5,13420865.606084999,15.560000000000002
2024-02-03,323.85,43199.43965,311.5,13456625.450975,12.350000000000023
2024-02-04,322.87,43012.60214,311.5,13398425.566610001,11.370000000000005
2024-02-05,322.99,42585.39951,312.4,13303678.806924,10.590000000000032
2024-02-06,327.8,42707.65775,313.5,13388850.704625,14.300000000000011
2024-02-07,326.29,43099.60603,312.75,13479401.785882501,13.54000000000002
2024-02-08,327.0,44349.25379,312.75,13870229.1228225,14.25
2024-02-09,327.73,45291.22681,312.6,14158037.500806002,15.129999999999995
2024-02-10,328.48,47132.11664,312.6,14733499.661664002,15.879999999999995
2024-02-11,327.55,47751.03176,312.6,14926972.528176,14.949999999999989
2024-02-12,326.4,48299.27415,313.25,15129747.6274875,13.149999999999977
2024-02-13,326.38,49921.64188,313.0,15625473.908440001,13.379999999999995
2024-02-14,326.0,49699.07033,313.1,15560778.920323001,12.899999999999977
2024-02-15,326.5,51797.42203,312.7,16197053.868781,13.800000000000011
2024-02-16,325.95,51880.63925,312.2,16197135.57385,13.75
2024-02-17,325.65,52125.05864,312.2,16273443.307408,13.449999999999989
2024-02-18,325.0,51645.54734,312.2,16123739.879547998,12.800000000000011
2024-02-19,325.7,52135.24665,312.1,16271410.479465002,13.599999999999966
2024-02-20,325.97,51775.87751,311.8,16143718.607618,14.170000000000016
2024-02-21,325.8,52262.34044,311.3,16269266.578972,14.5
2024-02-22,326.4,51849.47008,310.7,16109630.353856,15.699999999999989
2024-02-23,326.0,51292.19819,310.983,15951001.66972077,15.016999999999996
2024-02-24,325.39,50746.71104,310.983,15781364.43935232,14.406999999999982
2024-02-25,324.45,51566.83171,310.983,16036408.025670929,13.466999999999985
2024-02-26,325.4,51729.22334,310.7,16072269.691737998,14.699999999999989
2024-02-27,325.4,54475.91578,310.25,16901152.870745,15.149999999999977
2024-02-28,323.95,57040.5264,310.0,17682563.184,13.949999999999989
2024-02-29,323.05,62432.31911,309.5,19322802.764544997,13.550000000000011
2024-03-01,321.9,61136.55598,308.7,18872854.831026,13.199999999999989
2024-03-02,322.2,62385.32466,308.7,19258349.722542,13.5
2024-03-03,320.35,61991.24141,308.7,19136696.223267,11.650000000000034
2024-03-04,318.0,63114.56773,307.8,19426663.947294,10.199999999999989
2024-03-05,318.35,68250.69041,307.9,21014387.577238996,10.450000000000045
2024-03-06,319.11,63721.14861,307.6,19600625.312436,11.509999999999991
2024-03-07,316.9,66074.32079,307.25,20301335.0627275,9.649999999999977
2024-03-08,314.5,66825.61687,307.563,20553087.201387808,6.937000000000012
2024-03-09,313.99,68148.04916,307.563,20959818.443797078,6.427000000000021
2024-03-10,314.1,68320.99442,307.563,21013010.00679846,6.537000000000035
2024-03-11,313.95,68957.78797,306.9,21163145.127993,7.050000000000011
2024-03-12,313.9,72081.45929,306.4,22085759.126455996,7.5
2024-03-13,313.0,71454.62144,306.0,21865114.16064,7.0
2024-03-14,312.0,73079.56825,305.5,22325808.100375,6.5
2024-03-15,313.3,71391.92079,305.15,21785244.6290685,8.150000000000034
2024-03-16,312.5,69500.20847,305.15,21207988.6146205,7.350000000000023
2024-03-17,312.95,65304.03949,305.15,19927527.6503735,7.800000000000011
2024-03-18,312.0,68395.17474,304.4,20819491.190856,7.600000000000023
2024-03-19,314.0,67614.2182,303.85,20544580.20007,10.149999999999977
2024-03-20,312.5,61937.84284,304.05,18832201.115502,8.449999999999989
2024-03-21,312.0,67841.08073,303.85,20613512.3798105,8.149999999999977
2024-03-22,312.98,65502.96295,303.2,19860498.36644,9.78000000000003
2024-03-23,312.25,63798.79084,303.2,19343793.382688,9.050000000000011
2024-03-24,311.94,63991.5359,303.2,19402233.68488,8.740000000000009
2024-03-25,311.83,67209.11625,302.6,20337478.577250004,9.229999999999961
2024-03-26,311.0,69874.52969,301.8,21088133.060442,9.199999999999989
2024-03-27,310.49,69993.24515,300.8,21053968.14112,9.689999999999998
2024-03-28,309.15,69469.54283,300.3,20861703.711849004,8.849999999999966
2024-03-29,309.49,70785.91976,300.442,21267063.30453392,9.048000000000002
2024-03-30,306.75,69852.59788,300.442,20986654.212262962,6.307999999999993
2024-03-31,304.0,69586.42726,300.442,20906685.378848918,3.5579999999999927
2024-04-01,304.0,71283.35171,300.0,21385005.513,4.0
2024-04-02,309.0,69650.96866,299.85,20884842.952701002,9.149999999999977
2024-04-03,306.0,65463.00323,299.75,19622535.2181925,6.25
2024-04-04,306.0,65964.02292,299.65,19766119.467978,6.350000000000023
2024-04-05,307.0,68491.99898,299.2,20492806.094816,7.800000000000011
2024-04-06,307.5,67825.82285,299.2,20293486.196719997,8.300000000000011
2024-04-07,307.2,68895.47403,299.2,20613525.829776,8.0
2024-04-08,306.0,69356.93498,298.8,20723852.172024004,7.199999999999989
2024-04-09,305.0,71624.87613,298.55,21383606.768611502,6.449999999999989
2024-04-10,305.6,69148.70896,298.4,20633974.753663998,7.2000000000000455
2024-04-11,306.0,70631.70821,298.504,21083847.42751784,7.495999999999981
2024-04-12,317.59,70008.09861,298.362,20887756.31747682,19.227999999999952
2024-04-13,329.0,67116.41768,298.362,20024988.611840162,30.637999999999977
2024-04-14,329.0,63927.73326,298.362,19073606.350920122,30.637999999999977
2024-04-15,313.85,65663.05846,298.9,19626688.173694,14.950000000000045
2024-04-16,312.39,63418.65547,299.75,19009741.9771325,12.639999999999986
2024-04-17,311.25,63794.37511,301.0,19202106.90811,10.25
2024-04-18,315.4,61277.90258,301.0,18444648.67658,14.399999999999977
2024-04-19,314.95,63473.12872,301.0,19105411.74472,13.949999999999989
2024-04-20,316.65,63810.92083,301.0,19207087.169830002,15.649999999999977
2024-04-21,317.1,64889.6936,301.0,19531797.7736,16.100000000000023
2024-04-22,315.74,64944.1442,300.3,19502726.50326,15.439999999999998
2024-04-23,314.0,66799.40724,299.896,20032875.03364704,14.103999999999985
2024-04-24,313.8,66467.92217,297.75,19790823.8261175,16.05000000000001
2024-04-25,310.15,64227.831,296.8,19062820.2408,13.349999999999966
2024-04-26,308.44,64525.28513,295.9,19093031.869967,12.54000000000002
2024-04-27,309.2,63775.26418,295.9,18871100.670861997,13.300000000000011
2024-04-28,308.99,63484.53289,295.9,18785073.282151,13.090000000000032
2024-04-29,309.8,63009.51445,296.5,18682321.034425,13.300000000000011
2024-04-30,309.0,63824.95126,297.25,18971966.762035,11.75
2024-05-01,314.85,60674.72143,298.134,18089197.39881162,16.716000000000008
2024-05-02,310.0,58352.65208,296.9,17324902.402551997,13.100000000000023
2024-05-03,310.55,59065.80946,297.0,17542545.40962,13.550000000000011
2024-05-04,309.85,,297.0,,12.850000000000023
2024-05-05,309.0,63892.64655,297.0,18976116.02535,12.0
2024-05-06,309.2,64047.12724,298.0,19086043.91752,11.199999999999989
2024-05-07,308.0,63149.32485,299.4,18906907.86009,8.600000000000023
2024-05-08,309.77,62343.71016,298.4,18603363.111743998,11.370000000000005
2024-05-09,309.98,61181.95426,298.6,18268931.542036,11.379999999999995
2024-05-10,309.34,63088.47159,298.5,18831908.769615002,10.839999999999975
2024-05-11,310.0,60813.61892,298.5,18152865.24762,11.5
2024-05-12,306.0,60807.87915,298.5,18151151.926275,7.5
2024-05-13,309.0,61496.09369,300.0,18448828.107,9.0
2024-05-14,310.5,62921.46757,300.5,18907901.004785,10.0
2024-05-15,310.64,61584.64495,302.0,18598562.7749,8.639999999999986
2024-05-16,309.9,66212.04522,300.6,19903340.793132,9.299999999999955
2024-05-17,310.1,65238.14531,299.3,19525776.891283,10.800000000000011
2024-05-18,311.4,67031.19544,299.3,20062436.795192,12.099999999999966
2024-05-19,310.0,66920.74839,299.3,20029379.993127,10.699999999999989
2024-05-20,311.1,66270.21658,299.55,19851243.376539,11.550000000000011
2024-05-21,311.98,71433.26858,299.8,21415693.920284003,12.180000000000007
2024-05-22,312.0,70149.02684,299.9,21037693.149316,12.100000000000023
2024-05-23,312.0,69163.77209,300.113,20756947.13324617,11.887
2024-05-24,312.0,67971.81432,299.339,20346614.92673448,12.661000000000001
2024-05-25,312.19,68556.7196,299.339,20521699.8883444,12.850999999999999
2024-05-26,312.19,69291.82788,299.339,20741746.465771317,12.850999999999999
2024-05-27,310.9,68508.59824,300.4,20579982.911296,10.5
2024-05-28,311.4,69430.90347,301.7,20947303.576899,9.699999999999989
2024-05-29,312.4,68399.69974,301.4,20615669.501636,11.0
2024-05-30,312.85,67652.14856,301.85,20420801.042836003,11.0
2024-05-31,312.75,68317.91824,301.8,20618347.724832002,10.949999999999989
2024-06-01,312.74,67538.78543,301.8,20383205.442774,10.939999999999998
2024-06-02,311.9,67764.69495,301.8,20451384.93591,10.099999999999966
2024-06-03,311.0,67771.08794,301.8,20453314.340292,9.199999999999989
2024-06-04,310.0,68807.28169,302.05,20783239.434464503,7.949999999999989
2024-06-05,310.09,70545.5609,302.25,21322395.782025,7.839999999999975
2024-06-06,310.2,71094.69811,302.8,21527474.587708,7.399999999999977
2024-06-07,310.0,70798.61875,302.5,21416582.171875,7.5
2024-06-08,312.0,69354.66651,302.5,20979786.619275,9.5
2024-06-09,313.95,69309.18436,302.5,20966028.2689,11.449999999999989
2024-06-10,313.5,69646.0132,303.1,21109706.600920003,10.399999999999977
2024-06-11,313.94,69543.42915,303.2,21085567.71828,10.740000000000009
2024-06-12,313.6,67316.62584,303.7,20444059.267607998,9.900000000000034
2024-06-13,312.7,68265.16393,303.75,20735543.543737497,8.949999999999989
2024-06-14,313.6,66770.74984,303.8,20284953.801392,9.800000000000011
2024-06-15,313.3,66042.25695,303.8,20063637.66141,9.5
2024-06-16,312.89,66227.42905,303.8,20119892.94539,9.089999999999975
2024-06-17,312.37,66680.18233,303.718,20251971.61690294,8.651999999999987
2024-06-18,312.8,66504.76087,304.6,20257350.161002003,8.199999999999989
2024-06-19,312.75,65176.08495,304.9,19872188.301255,7.850000000000023
2024-06-20,312.75,64969.42906,305.1,19822172.806206003,7.649999999999977
2024-06-21,314.1,64870.7789,305.307,19805502.8936223,8.793000000000006
2024-06-22,313.2,64146.20533,305.307,19584285.510686312,7.892999999999972
2024-06-23,313.0,64261.49008,305.307,19619482.75185456,7.692999999999984
2024-06-24,313.0,63195.1812,305.0,19274530.266,8.0
2024-06-25,314.94,60304.8021,305.1,18398995.12071,9.839999999999975
2024-06-26,315.0,61800.58609,305.3,18867718.933277,9.699999999999989
2024-06-27,314.98,60851.56328,305.5,18590152.58204,9.480000000000018
2024-06-28,313.98,61704.67558,305.9,18875460.259921998,8.080000000000041
2024-06-29,314.99,60431.06905,305.9,18485864.022395,9.090000000000032
2024-06-30,314.44,60984.57368,305.9,18655181.088712,8.54000000000002
2024-07-01,313.5,62773.7801,305.0,19146002.9305,8.5
2024-07-02,312.5,62896.6364,302.5,19026232.511,10.0
2024-07-03,312.5,62132.21908,304.2,18900621.044136,8.300000000000011
2024-07-04,313.3,60209.06222,304.2,18315596.727323998,9.100000000000023
2024-07-05,317.05,57052.45501,304.5,17372472.550545,12.550000000000011
2024-07-06,315.35,56632.54716,304.5,17244610.61022,10.850000000000023
2024-07-07,315.2,58234.81459,304.5,17732501.042655002,10.699999999999989
2024-07-08,315.1,55859.14077,304.25,16995143.5792725,10.850000000000023
2024-07-09,312.99,56708.44779,303.9,17233697.283380996,9.090000000000032
2024-07-10,311.0,58045.37837,303.6,17622576.873132,7.399999999999977
2024-07-11,311.98,57726.3056,302.8,17479525.33568,9.180000000000007
2024-07-12,311.98,57333.39032,301.65,17294617.190027997,10.330000000000041
2024-07-13,310.5,57890.24067,301.65,17462591.098105498,8.850000000000023
2024-07-14,309.49,59214.39327,301.65,17862021.7298955,7.840000000000032
2024-07-15,308.93,60771.78201,302.3,18371309.701623,6.6299999999999955
2024-07-16,309.78,64724.89976,303.0,19611644.62728,6.779999999999973
2024-07-17,310.48,65039.40533,303.5,19739459.517655,6.980000000000018
2024-07-18,310.0,64088.31914,303.7,19463622.522818,6.300000000000011
2024-07-19,310.25,63988.22237,303.5,19420425.489295002,6.75
2024-07-20,310.18,66664.11229,303.5,20232558.080015,6.680000000000007
2024-07-21,310.25,67140.34531,303.5,20377094.801585,6.75
2024-07-22,310.44,68165.68703,303.75,20705327.4353625,6.689999999999998
2024-07-23,310.0,67534.42358,303.5,20496697.556530003,6.5
2024-07-24,311.0,65936.36375,303.4,20005092.76175,7.600000000000023
2024-07-25,311.6,65375.90709,303.2,19821975.029688,8.400000000000034
2024-07-26,312.6,65803.47399,302.9,19931872.271571,9.700000000000045
2024-07-27,312.9,67910.64642,302.9,20570134.800618,10.0
2024-07-28,313.25,67901.90415,302.9,20567486.767035,10.350000000000023
2024-07-29,310.0,68245.24498,302.6,20651011.130948003,7.399999999999977
2024-07-30,311.5,66783.05462,302.4,20195195.717087995,9.100000000000023
2024-07-31,312.0,66193.72361,302.25,20007052.9611225,9.75
2024-08-01,312.0,64631.22942,302.2,19531557.530724,9.800000000000011
2024-08-02,311.99,65360.80585,301.8,19725891.20553,10.189999999999998
2024-08-03,310.5,61492.34597,301.8,18558390.013746,8.699999999999989
2024-08-04,311.5,60683.7821,301.8,18314365.43778,9.699999999999989
2024-08-05,315.5,58153.2433,302.3,17579725.44959,13.199999999999989
2024-08-06,314.5,53982.33386,302.0,16302664.82572,12.5
2024-08-07,311.0,56051.28105,301.5,16899461.236575,9.5
2024-08-08,311.5,55137.64136,300.8,16585402.521088,10.699999999999989
2024-08-09,311.25,61682.87544,299.95,18501778.488228,11.300000000000011
2024-08-10,311.25,60828.82864,299.95,18245607.150568,11.300000000000011
2024-08-11,311.25,60923.0741,299.95,18273876.076295,11.300000000000011
2024-08-12,310.25,58707.07768,299.4,17576899.057392,10.850000000000023
2024-08-13,310.0,59348.54688,299.05,17748182.944464,10.949999999999989
2024-08-14,310.0,60585.72941,299.1,18121191.666531,10.899999999999977
2024-08-15,310.0,58685.67791,298.9,17541149.127299,11.100000000000023
2024-08-16,309.5,57547.62346,298.7,17189475.127502,10.800000000000011
2024-08-17,309.0,58874.85123,298.7,17585918.062401,10.300000000000011
2024-08-18,309.0,59495.26175,298.7,17771234.684724998,10.300000000000011
2024-08-19,309.0,58430.59881,298.818,17460114.67520658,10.182000000000016
2024-08-20,309.0,59441.24034,299.4,17796707.357796,9.600000000000023
2024-08-21,308.5,59011.11421,300.25,17718087.0415525,8.25
2024-08-22,309.0,61153.99404,301.0,18407352.20604,8.0
2024-08-23,308.5,60376.88247,299.7,18094951.676259,8.800000000000011
2024-08-24,308.5,64041.81224,299.7,19193331.128328,8.800000000000011
2024-08-25,308.5,64153.62028,299.7,19226839.997916,8.800000000000011
2024-08-26,308.5,64221.11136,300.7,19311288.185952,7.800000000000011
2024-08-27,308.5,62833.50029,300.3,18868900.137087002,8.199999999999989
2024-08-28,308.5,59438.63178,300.5,17861308.84989,8.0
2024-08-29,308.5,59011.51401,300.0,17703454.202999998,8.5
2024-08-30,308.5,59359.92446,299.0,17748617.413540002,9.5
2024-08-31,308.5,59126.70011,299.0,17678883.33289,9.5
2024-09-01,308.5,58226.47038,299.0,17409714.64362,9.5
2024-09-02,308.1,57308.31987,298.9,17129456.809143,9.200000000000045
2024-09-03,308.0,59136.95326,299.0,17681949.02474,9.0
2024-09-04,307.25,57483.64064,298.85,17178986.005264,8.399999999999977
2024-09-05,307.19,58000.22473,298.75,17327567.1380875,8.439999999999998
2024-09-06,307.2,56178.74789,298.9,16791827.744321,8.300000000000011
2024-09-07,307.0,53967.22904,298.9,16130804.760055998,8.100000000000023
2024-09-08,307.5,54161.1045,298.9,16188754.135049999,8.600000000000023
2024-09-09,307.5,54860.34275,300.8,16501991.099200001,6.699999999999989
2024-09-10,307.19,57038.16579,300.5,17139968.819895,6.689999999999998
2024-09-11,307.5,57639.55257,300.8,17337977.413056,6.699999999999989
2024-09-12,307.5,57323.5915,301.3,17271598.118950002,6.199999999999989
2024-09-13,308.5,58133.51019,301.5,17527253.322285,7.0
2024-09-14,308.5,60495.12256,301.5,18239279.451840002,7.0
2024-09-15,308.5,59993.5709,301.5,18088061.62635,7.0
2024-09-16,308.5,59128.13428,302.163,17866334.43844764,6.336999999999989
2024-09-17,309.0,58213.14727,302.504,17609709.90176408,6.495999999999981
2024-09-18,309.0,60312.65903,303.2,18286798.217896,5.800000000000011
2024-09-19,312.0,61765.3565,304.2,18789021.4473,7.800000000000011
2024-09-20,312.0,62948.71685,305.0,19199358.63925,7.0
2024-09-21,312.0,63200.29259,305.0,19276089.239949998,7.0
2024-09-22,312.0,63343.11723,305.0,19319650.75515,7.0
2024-09-23,312.0,63580.77638,304.1,19334914.097158004,7.899999999999977
2024-09-24,312.25,63333.36452,303.0,19190009.44956,9.25
2024-09-25,312.25,64271.38391,300.5,19313550.864955,11.75
2024-09-26,312.25,63154.28029,299.7,18927337.802913,12.550000000000011
2024-09-27,310.8,65174.25002,298.7,19467548.480974,12.100000000000023
2024-09-28,308.5,65769.72194,298.7,19645415.943478,9.800000000000011
2024-09-29,306.9,65860.19081,298.7,19672438.994946998,8.199999999999989
2024-09-30,306.0,65600.95331,296.0,19417882.179759998,10.0
2024-10-01,302.0,63321.30784,294.75,18663955.48584,7.25
2024-10-02,300.74,60829.60587,295.0,17944733.73165,5.740000000000009
2024-10-03,302.4,60651.38002,293.8,17819375.449876,8.599999999999966
2024-10-04,302.2,60753.09007,293.8,17849257.862566,8.399999999999977
2024-10-05,300.39,62088.68927,293.8,18241656.907526,6.589999999999975
2024-10-06,299.55,62057.76699,293.8,18232571.941662,5.75
2024-10-07,299.0,62822.10804,293.2,18419442.077328,5.800000000000011
2024-10-08,299.0,62248.82953,293.0,18238907.05229,6.0
2024-10-09,297.0,62158.58572,292.9,18206249.757388,4.100000000000023
2024-10-10,297.0,60637.32916,292.7,17748546.245132,4.300000000000011
2024-10-11,297.0,60329.11303,292.7,17658331.383881,4.300000000000011
2024-10-12,301.0,62522.03849,292.7,18300200.666022997,8.300000000000011
2024-10-13,301.0,63204.92907,292.7,18500082.738789,8.300000000000011
2024-10-14,301.0,62869.37907,293.1,18427015.005417,7.899999999999977
2024-10-15,301.9,66086.42231,293.0,19363321.73683,8.899999999999977
2024-10-16,301.9,67072.31818,292.8,19638774.763104003,9.099999999999966
2024-10-17,301.25,67730.32531,292.8,19831439.250768002,8.449999999999989
2024-10-18,302.5,67100.54659,292.9,19653750.096210998,9.600000000000023
2024-10-19,302.5,68429.78507,292.9,20043084.047002997,9.600000000000023
2024-10-20,302.5,68376.58282,292.9,20027501.107977998,9.600000000000023
2024-10-21,302.5,69034.08552,293.0,20226987.057359997,9.5
2024-10-22,302.5,67378.94486,293.1,19748768.738466002,9.399999999999977
2024-10-23,302.5,67425.76956,293.3,19775978.211948,9.199999999999989
2024-10-24,302.5,66671.88056,293.55,19571530.538388003,8.949999999999989
2024-10-25,302.5,68200.00392,293.4,20009881.150128,9.100000000000023
2024-10-26,304.0,66700.11666,293.4,19569814.228044,10.600000000000023
2024-10-27,304.0,67096.34685,293.4,19686068.16579,10.600000000000023
2024-10-28,304.0,68024.17003,293.55,19968495.112306498,10.449999999999989
2024-10-29,304.0,69986.71066,293.6,20548098.249776002,10.399999999999977
2024-10-30,304.0,72737.09742,292.9,21304695.834318,11.100000000000023
2024-10-31,304.0,72348.03614,292.9,21190739.785405997,11.100000000000023
2024-11-01,304.0,70299.13068,292.9,20590615.376172,11.100000000000023
2024-11-02,303.5,69520.88143,292.9,20362666.170846995,10.600000000000023
2024-11-03,303.5,69369.39349,292.9,20318295.353221,10.600000000000023
2024-11-04,303.5,68771.51692,293.1,20156931.609252,10.399999999999977
