Day,P2P Buying Price (Rs),BTC Rate (USD),USD to LKR Price,BTC vs LKR,P2P Premium
2021-04-05,,58199.79665,199.0,11581759.53335,
2021-04-06,,59127.43351,199.5,11795922.985245,
2021-04-07,,57990.34454,200.0,11598068.908,
2021-04-08,,55954.01786,200.5,11218780.58093,
2021-04-09,,58084.34637,200.75,11660432.5337775,
2021-04-10,,58136.43775,200.75,11670889.8783125,
2021-04-11,,59764.09462,200.75,11997641.994965,
2021-04-12,,60000.85535,201.0,12060171.92535,
2021-04-13,,59860.35375,201.0,12031931.10375,
2021-04-14,,63577.74187,201.0,12779126.115869999,
2021-04-15,,62966.87981,200.0,12593375.962,
2021-04-16,,63163.45151,192.0,12127382.68992,
2021-04-17,,61335.66772,192.0,11776448.20224,
2021-04-18,,60004.71326,192.0,11520904.94592,
2021-04-19,,56160.20076,190.0,10670438.1444,
2021-04-20,,55634.2235,190.0,10570502.465,
2021-04-21,,56396.43102,191.0,10771718.32482,
2021-04-22,,53789.60994,193.0,10381394.71842,
2021-04-23,,51690.83353,194.5,10053867.121585,
2021-04-24,,51124.59007,194.5,9943732.768615,
2021-04-25,,50045.03817,194.5,9733759.924065,
2021-04-26,,49069.85911,194.5,9544087.596895,
2021-04-27,,54003.53581,194.0,10476685.94714,
2021-04-28,,55019.30678,194.0,10673745.51532,
2021-04-29,,54847.21161,196.0,10750053.47556,
2021-04-30,,53555.33058,197.0,10550400.12426,
2021-05-01,,57694.15976,197.0,11365749.47272,
2021-05-02,,57799.10471,197.0,11386423.627869999,
2021-05-03,,56576.40306,196.0,11088974.99976,
2021-05-04,,57166.0547,196.0,11204546.7212,
2021-05-05,,53206.22121,196.0,10428419.35716,
2021-05-06,,57441.26391,196.0,11258487.72636,
2021-05-07,,56397.43742,196.0,11053897.73432,
2021-05-08,,57313.9483,196.0,11233533.866799999,
2021-05-09,,58862.66223,196.0,11537081.79708,
2021-05-10,,58248.20431,196.0,11416648.04476,
2021-05-11,,55812.51647,195.5,10911346.969885001,
2021-05-12,,56676.89113,195.5,11080332.215915,
2021-05-16,,48518.92006,196.0,9509708.331759999,
2021-05-17,,46426.42874,196.0,9099580.03304,
2021-05-18,,43550.65473,196.0,8535928.32708,
2021-05-19,,42864.46564,196.0,8401435.26544,
2021-05-20,,36683.42478,196.0,7189951.25688,
2021-05-21,,40534.7362,196.0,7944808.2952,
2021-05-22,,37262.31105,196.0,7303412.965799999,
2021-05-23,,37449.9699,196.0,7340194.100399999,
2021-05-24,,34671.54849,196.0,6795623.50404,
2021-05-25,,38797.10712,197.5,7662428.6562,
2021-05-26,,38331.89025,197.5,7570548.324374999,
2021-05-27,,39240.96402,197.5,7750090.3939499995,
2021-05-28,,38525.34272,197.5,7608755.1872000005,
2021-05-29,,35665.84742,197.5,7044004.865449999,
2021-05-30,,34605.11634,197.5,6834510.47715,
2021-05-31,,35642.78721,197.0,7021629.080370001,
2021-06-01,,37254.23681,196.5,7320457.533165,
2021-06-02,,36691.52112,197.0,7228229.660639999,
2021-06-03,,37569.90164,197.0,7401270.623079999,
2021-06-04,,39241.67097,197.0,7730609.18109,
2021-06-05,,36832.70989,197.0,7256043.8483299995,
2021-06-06,,35515.80556,197.0,6996613.69532,
2021-06-07,,35798.49863,196.5,7034404.980795001,
2021-06-08,,33566.22356,197.0,6612546.04132,
2021-06-09,,33379.2844,197.5,6592408.669,
2021-06-10,,37357.04154,197.5,7378015.70415,
2021-06-11,,36700.95458,197.0,7230088.052259999,
2021-06-12,,37270.19789,197.0,7342228.98433,
2021-06-13,,35597.16711,197.0,7012641.920670001,
2021-06-14,,39124.89011,197.0,7707603.35167,
2021-06-15,,40474.4646,197.0,7973469.5262,
2021-06-16,,40083.13776,197.5,7916419.707599999,
2021-06-17,,38394.08493,197.0,7563634.73121,
2021-06-18,,38019.30934,198.0,7527823.24932,
2021-06-19,,35758.91089,198.0,7080264.3562199995,
2021-06-20,,35494.03203,198.0,7027818.341940001,
2021-06-21,,35577.36377,198.0,7044318.02646,
2021-06-22,,31690.28389,198.0,6274676.21022,
2021-06-23,,32486.01015,198.5,6448473.014775,
2021-06-24,,33665.81023,198.5,6682663.330655,
2021-06-25,,34694.032,198.5,6886765.352,
2021-06-26,,31692.92822,198.5,6291046.25167,
2021-06-27,,32272.9244,198.5,6406175.4934,
2021-06-28,,34582.13678,198.5,6864554.15083,
2021-06-29,,34535.05007,199.0,6872474.96393,
2021-06-30,,35925.55993,199.0,7149186.426070001,
2021-07-01,,35044.89722,199.0,6973934.5467799995,
2021-07-02,,33510.45876,199.0,6668581.2932400005,
2021-07-03,,33790.42825,199.0,6724295.22175,
2021-07-04,,34671.17615,199.0,6899564.05385,
2021-07-05,,35286.53323,198.5,7004376.846155,
2021-07-06,,33690.66314,198.5,6687596.633289999,
2021-07-07,,34224.60763,198.5,6793584.614554999,
2021-07-08,,33862.98944,198.5,6721803.40384,
2021-07-09,,32874.18206,198.7,6532099.975322,
2021-07-10,,33820.46721,198.7,6720126.834627,
2021-07-11,,33512.33129,198.7,6658900.227323,
2021-07-12,,34250.67348,199.0,6815884.022519999,
2021-07-13,,33089.10762,199.0,6584732.41638,
2021-07-14,,32728.90132,198.5,6496686.912020001,
2021-07-15,,32819.50734,198.5,6514672.206989999,
2021-07-16,,31876.93732,199.0,6343510.52668,
2021-07-17,,31384.47221,199.0,6245509.96979,
2021-07-18,,31519.25816,199.0,6272332.3738400005,
2021-07-19,,31779.08829,199.5,6339928.113855,
2021-07-20,,30838.33082,199.0,6136827.83318,
2021-07-21,,29790.68915,199.0,5928347.14085,
2021-07-22,,32140.63758,199.0,6395986.87842,
2021-07-23,,32288.50516,199.0,6425412.52684,
2021-07-24,,33633.61177,199.0,6693088.742230001,
2021-07-25,,34257.85032,199.0,6817312.213679999,
2021-07-26,,35382.83879,199.0,7041184.91921,
2021-07-27,,37243.47703,198.5,7392830.190455,
2021-07-28,,39460.19884,198.5,7832849.46974,
2021-07-29,,40019.32061,199.0,7963844.801390001,
2021-07-30,,40020.94718,199.0,7964168.488820001,
2021-07-31,,42210.83558,199.0,8399956.28042,
2021-08-01,,41460.2055,199.0,8250580.8944999995,
2021-08-02,,39846.78892,199.0,7929510.99508,
2021-08-03,,39145.68314,199.0,7789990.94486,
2021-08-04,,38205.00248,199.0,7602795.493520001,
2021-08-05,,39727.55989,199.0,7905784.418109999,
2021-08-06,,40865.93581,199.0,8132321.226190001,
2021-08-07,,42839.84127,199.0,8525128.412729999,
2021-08-08,,44575.88021,199.0,8870600.16179,
2021-08-09,,43824.48628,199.0,8721072.76972,
2021-08-10,,46260.83583,199.0,9205906.33017,
2021-08-11,,45583.78772,199.0,9071173.75628,
2021-08-12,,45512.49498,199.0,9056986.501020001,
2021-08-13,,44404.85267,199.5,8858768.107665,
2021-08-14,,47805.45891,199.5,9537189.052545,
2021-08-15,,47070.50505,199.5,9390565.757475,
2021-08-16,,46978.35399,199.0,9348692.44401,
2021-08-17,,45900.43726,199.0,9134187.01474,
2021-08-18,,44688.77215,199.0,8893065.65785,
2021-08-19,,44704.45157,199.0,8896185.862429999,
2021-08-20,,46761.45063,199.0,9305528.67537,
2021-08-21,,49321.89382,199.0,9815056.87018,
2021-08-22,,48822.8194,199.0,9715741.0606,
2021-08-23,,49243.29432,199.5,9824037.21684,
2021-08-24,,49495.04854,199.0,9849514.65946,
2021-08-25,,47677.63329,199.0,9487849.02471,
2021-08-26,,48976.91322,200.0,9795382.644000001,
2021-08-27,,46839.66909,200.0,9367933.818,
2021-08-28,,49046.77708,200.0,9809355.416,
2021-08-29,,48894.08817,200.0,9778817.634,
2021-08-30,,48765.095,199.5,9728636.4525,
2021-08-31,,46980.73449,199.0,9349166.16351,
2021-09-01,,47123.73632,199.0,9377623.52768,
2021-09-02,,48817.20551,199.0,9714623.89649,
2021-09-03,,49251.50479,200.0,9850300.958,
2021-09-04,,49999.36504,200.0,9999873.008,
2021-09-05,,49912.76398,200.0,9982552.796,
2021-09-06,,51760.77295,200.0,10352154.59,
2021-09-07,,52667.62919,200.5,10559859.652595,
2021-09-08,,46859.30947,199.0,9325002.58453,
2021-09-09,,46052.90452,199.5,9187554.451739999,
2021-09-10,,46391.08634,200.0,9278217.268000001,
2021-09-11,,44851.07079,200.0,8970214.158,
2021-09-12,,45169.26653,200.0,9033853.306,
2021-09-13,,46024.76423,199.0,9158928.081770001,
2021-09-14,,44939.89566,199.0,8943039.236340001,
2021-09-15,,47113.19178,199.0,9375525.16422,
2021-09-16,,48124.77426,199.0,9576830.07774,
2021-09-17,,47741.79029,199.0,9500616.26771,
2021-09-18,,47296.28221,199.0,9411960.15979,
2021-09-19,,48297.72775,199.0,9611247.82225,
2021-09-20,,47243.68367,199.0,9401493.05033,
2021-09-21,,43019.58553,199.0,8560897.520469999,
2021-09-22,,40724.73207,199.0,8104221.68193,
2021-09-23,,43548.3269,199.5,8687891.21655,
2021-09-24,,44865.0213,199.0,8928139.2387,
2021-09-25,,42810.6817,199.0,8519325.6583,
2021-09-26,,42674.86002,199.0,8492297.14398,
2021-09-27,,43163.67595,199.0,8589571.51405,
2021-09-28,,42151.25289,199.0,8388099.325110001,
2021-09-29,,41025.49704,199.0,8164073.91096,
2021-09-30,,41526.56284,199.0,8263786.00516,
2021-10-01,,43822.2778,199.0,8720633.282200001,
2021-10-02,,48141.50248,199.0,9580158.993520001,
2021-10-03,,47637.08456,199.0,9479779.827440001,
2021-10-04,,48202.61748,199.0,9592320.87852,
2021-10-05,,49224.23308,199.5,9820234.49946,
2021-10-06,,51468.65052,199.5,10267995.77874,
2021-10-07,,55315.57146,199.0,11007798.72054,
2021-10-08,,53782.1653,199.0,10702650.8947,
2021-10-09,,53949.05916,199.0,10735862.772839999,
2021-10-10,,54950.91852,199.0,10935232.78548,
2021-10-11,,54661.2979,200.0,10932259.58,
2021-10-12,,57471.97423,200.0,11494394.846,
2021-10-13,,56010.86942,201.0,11258184.75342,
2021-10-14,,57367.56304,201.0,11530880.17104,
2021-10-15,,57348.2661,201.0,11527001.4861,
2021-10-16,,61682.10531,201.0,12398103.16731,
2021-10-17,,60876.08979,201.0,12236094.04779,
2021-10-18,,61524.76321,200.0,12304952.641999999,
2021-10-19,,62014.23857,200.0,12402847.714,
2021-10-20,,64332.74762,200.0,12866549.524,
2021-10-21,,65993.21286,200.0,13198642.572,
2021-10-22,,62152.71739,200.0,12430543.478,
2021-10-23,,60676.84966,200.0,12135369.932,
2021-10-24,,61298.44887,200.0,12259689.774,
2021-10-25,,60892.85879,200.0,12178571.758,
2021-10-26,,63113.66438,202.5,12780517.03695,
2021-10-27,,60337.84232,201.0,12127906.30632,
2021-10-28,,58469.43259,201.0,11752355.95059,
2021-10-29,,60562.64948,200.0,12112529.896,
2021-10-30,,62284.3213,200.0,12456864.26,
2021-10-31,,62030.51985,200.0,12406103.969999999,
2021-11-01,,61300.11634,201.0,12321323.38434,
2021-11-02,,60911.03829,201.0,12243118.69629,
2021-11-03,,63218.14944,200.0,12643629.888,
2021-11-04,,62898.41257,200.0,12579682.514,
2021-11-05,,61400.13238,200.0,12280026.476,
2021-11-06,,60943.9476,200.0,12188789.52,
2021-11-07,,61468.42312,200.0,12293684.624,
2021-11-08,,63268.36171,200.0,12653672.342,
2021-11-09,,67524.04962,200.0,13504809.924,
2021-11-10,,66944.30336,201.0,13455804.97536,
2021-11-11,,64881.99709,201.0,13041281.41509,
2021-11-12,,64779.79294,201.0,13020738.38094,
2021-11-13,,64127.41951,201.0,12889611.32151,
2021-11-14,,64419.22921,201.0,12948265.071209999,
2021-11-15,,65509.40652,201.0,13167390.71052,
2021-11-16,238.5,63609.24136,201.0,12785457.51336,37.5
2021-11-17,239.78,,201.0,,38.78
2021-11-18,239.9,,201.0,,38.900000000000006
2021-11-19,241.49,,201.0,,40.49000000000001
2021-11-20,241.7,58798.08285,201.0,11818414.65285,40.69999999999999
2021-11-21,241.0,59709.72505,201.0,12001654.73505,40.0
2021-11-22,240.83,58614.65437,202.5,11869467.509924999,38.33000000000001
2021-11-23,241.75,56247.11822,202.5,11390041.43955,39.25
2021-11-24,241.84,57544.67538,202.5,11652796.76445,39.34
2021-11-25,241.79,57140.99515,202.0,11542481.0203,39.78999999999999
2021-11-26,245.95,58957.04419,202.0,11909322.926380001,43.94999999999999
2021-11-27,246.2,53727.92527,202.0,10853040.90454,44.19999999999999
2021-11-28,245.45,54726.31847,202.0,11054716.330939999,43.44999999999999
2021-11-29,244.48,57277.45209,202.5,11598684.048225,41.97999999999999
2021-11-30,243.44,57774.68827,202.5,11699374.374675,40.94
2021-12-01,243.0,56943.5734,201.0,11445658.2534,42.0
2021-12-02,243.99,57182.42594,202.0,11550850.03988,41.99000000000001
2021-12-03,244.0,56481.88969,201.0,11352859.827690002,43.0
2021-12-04,269.0,,201.0,,68.0
2021-12-05,251.0,,201.0,,50.0
2021-12-06,253.0,,202.5,,50.5
2021-12-07,250.0,51413.93415,202.5,10411321.665375,47.5
2021-12-08,249.4,50587.30753,202.75,10256576.6017075,46.650000000000006
2021-12-09,248.3,50469.28219,202.0,10194795.00238,46.30000000000001
2021-12-10,248.0,47619.58946,202.0,9619157.07092,46.0
2021-12-11,247.97,47240.80275,202.0,9542642.1555,45.97
2021-12-12,247.09,49401.90487,202.0,9979184.783739999,45.09
2021-12-13,246.01,50035.88619,201.0,10057213.124189999,45.00999999999999
2021-12-14,247.2,46617.69025,202.0,9416773.4305,45.19999999999999
2021-12-15,248.5,48320.19719,201.0,9712359.635189999,47.5
2021-12-16,246.74,48865.22627,201.0,9821910.48027,45.74000000000001
2021-12-17,247.48,47606.79667,201.0,9568966.13067,46.47999999999999
2021-12-18,247.8,,201.0,,46.80000000000001
2021-12-19,247.95,47399.13917,201.0,9527226.973170001,46.94999999999999
2021-12-20,247.95,46676.06461,202.0,9428565.05122,45.94999999999999
2021-12-21,247.0,46951.536,202.0,9484210.272,45.0
2021-12-22,246.84,48945.21615,202.0,9886933.6623,44.84
2021-12-23,247.0,48633.66358,202.0,9824000.04316,45.0
2021-12-24,247.15,50818.72412,202.0,10265382.27224,45.150000000000006
2021-12-25,247.0,50786.56645,202.0,10258886.4229,45.0
2021-12-26,246.95,50369.70832,202.0,10174681.08064,44.94999999999999
2021-12-27,246.5,50815.13439,202.5,10290064.713975,44.0
2021-12-28,247.0,50645.96488,202.75,10268469.37942,44.25
2021-12-29,250.0,47593.84116,202.5,9637752.834900001,47.5
2021-12-30,248.39,46530.60196,202.75,9434079.54739,45.639999999999986
2021-12-31,248.38,47096.5311,202.75,9548821.680525,45.629999999999995
2022-01-01,246.5,,202.75,,43.75
2022-01-02,246.5,47091.9663,202.75,9547896.167325,43.75
2022-01-03,246.99,47288.78564,202.75,9587801.28851,44.24000000000001
2022-01-04,247.45,46448.57831,202.75,9417449.2523525,44.69999999999999
2022-01-05,249.29,45830.03449,201.0,9211836.93249,48.28999999999999
2022-01-06,253.45,43446.82493,201.0,8732811.81093,52.44999999999999
2022-01-07,254.38,43088.6632,202.75,8736226.4638,51.629999999999995
2022-01-08,254.1,41562.09149,202.75,8426714.0495975,51.349999999999994
2022-01-09,252.95,41680.77201,202.75,8450776.5250275,50.19999999999999
2022-01-10,252.69,41866.46132,202.75,8488425.03263,49.94
2022-01-11,252.75,41825.90878,202.75,8480203.005145,50.0
2022-01-12,252.64,42730.41947,202.75,8663592.5475425,49.889999999999986
2022-01-13,253.75,43905.06175,202.75,8901751.2698125,51.0
2022-01-14,254.0,42563.76389,202.75,8629803.1286975,51.25
2022-01-15,252.9,,202.75,,50.150000000000006
2022-01-16,252.6,43061.65025,202.75,8730749.588187499,49.849999999999994
2022-01-17,251.99,43071.66022,202.75,8732779.109605,49.24000000000001
2022-01-18,254.4,42204.79764,201.56,8506799.012318399,52.84
2022-01-19,254.48,42351.50045,202.55,8578296.4161475,51.92999999999998
2022-01-20,254.96,41663.08918,201.84,8409277.9200912,53.120000000000005
2022-01-21,263.99,40682.51337,202.0,8217867.70074,61.99000000000001
2022-01-22,269.88,36452.18764,202.0,7363341.903279999,67.88
2022-01-23,266.5,35101.34259,202.0,7090471.20318,64.5
2022-01-24,267.3,36206.00487,201.905,7310173.413277349,65.39500000000001
2022-01-25,262.29,36621.62612,201.915,7394455.6380198,60.37500000000003
2022-01-26,259.65,36962.29293,201.91,7463056.5654963,57.73999999999998
2022-01-27,258.0,36799.18392,201.0,7396635.967920001,57.0
2022-01-28,258.0,37118.22832,201.0,7460763.892320001,57.0
2022-01-29,257.06,37655.04145,201.0,7568663.3314499995,56.06
2022-01-30,254.75,38141.98864,201.0,7666539.71664,53.75
2022-01-31,252.75,37903.93241,201.2,7626271.2008919995,51.55000000000001
2022-02-01,253.0,38409.12076,201.28,7730987.8265728,51.72
2022-02-02,253.95,38722.34162,201.83,7815330.2091646,52.119999999999976
2022-02-03,254.5,36889.73132,201.98,7450987.932013599,52.52000000000001
2022-02-04,254.28,37230.73848,201.98,7519864.5581904,52.30000000000001
2022-02-05,252.74,41518.45091,201.98,8385896.7148017995,50.76000000000002
2022-02-06,250.98,41424.79437,201.98,8366979.966852601,49.0
2022-02-07,249.99,42466.07025,201.63,8562433.744507499,48.360000000000014
2022-02-08,249.8,43871.89992,200.52,8797193.371958401,49.28
2022-02-09,249.8,44106.05787,201.865,8903469.37192755,47.935
2022-02-10,249.8,44359.07149,201.99,8960088.8502651,47.81
2022-02-11,249.8,43452.58106,202.0,8777421.374119999,47.80000000000001
2022-02-12,249.8,42376.76576,202.0,8560106.68352,47.80000000000001
2022-02-13,249.8,42196.37145,202.0,8523667.0329,47.80000000000001
2022-02-14,249.8,42084.67781,201.8,8492687.982058,48.0
2022-02-15,249.8,42561.27008,201.48,8575244.6957184,48.32000000000002
2022-02-16,249.8,44439.72361,202.205,8985934.31256005,47.595
2022-02-17,249.8,43873.79957,201.42,8837060.7093894,48.380000000000024
2022-02-18,249.8,40531.73952,202.0,8187411.383040001,47.80000000000001
2022-02-19,249.8,39985.06375,202.0,8076982.8775,47.80000000000001
2022-02-20,249.8,40073.49013,202.0,8094845.006259999,47.80000000000001
2022-02-21,249.8,38409.58017,201.88,7754126.0447196,47.920000000000016
2022-02-22,249.8,37059.31758,202.5,7504511.809950001,47.30000000000001
2022-02-23,249.8,38242.66449,202.0,7725018.226980001,47.80000000000001
2022-02-24,249.8,37219.48702,201.36,7494515.9063472,48.44
2022-02-25,249.8,38357.03959,202.0,7748121.99718,47.80000000000001
2022-02-26,249.8,39201.56247,202.0,7918715.6189399995,47.80000000000001
2022-02-27,249.8,39116.12753,202.0,7901457.7610599995,47.80000000000001
2022-02-28,249.8,37687.80651,200.92,7572234.0839892,48.880000000000024
2022-03-01,249.8,43170.19145,201.735,8708938.57216575,48.065
2022-03-02,249.8,44420.00855,201.74,8961292.524877,48.06
2022-03-03,249.8,43898.28002,202.0,8867452.56404,47.80000000000001
2022-03-04,249.8,42457.06718,200.0,8491413.435999999,49.80000000000001
2022-03-05,249.8,39146.88088,200.0,7829376.175999999,49.80000000000001
2022-03-06,251.31,39396.93521,200.0,7879387.042,51.31
2022-03-07,275.0,38417.8717,201.865,7755223.670720501,73.13499999999999
2022-03-08,258.0,37991.79168,227.495,8642942.6482416,30.504999999999995
2022-03-09,256.7,,227.35,,29.349999999999994
2022-03-10,279.5,,254.855,,24.64500000000001
2022-03-11,276.87,,255.0,,21.870000000000005
2022-03-12,285.3,,255.0,,30.30000000000001
2022-03-13,280.93,,255.0,,25.930000000000007
2022-03-14,285.0,,255.0,,30.0
2022-03-15,304.4,39034.00288,272.5,10636765.7848,31.899999999999977
2022-03-16,306.5,39280.7468,265.0,10409397.902,41.5
2022-03-17,307.99,41116.11679,264.495,10875007.31037105,43.495000000000005
2022-03-18,307.0,40920.77935,277.5,11355516.269624999,29.5
2022-03-19,308.61,41757.49615,277.5,11587705.181625,31.110000000000014
2022-03-20,308.5,42202.85921,277.5,11711293.430775,31.0
2022-03-21,310.94,41261.98301,280.0,11553355.242800001,30.939999999999998
2022-03-22,311.37,41003.05598,285.0,11685870.9543,26.370000000000005
2022-03-23,319.4,42363.45184,282.5,11967675.1448,36.89999999999998
2022-03-24,323.0,42883.40966,287.5,12328980.27725,35.5
2022-03-25,337.69,43954.54331,292.5,12856703.918175,45.19
2022-03-26,359.0,44335.85268,292.5,12968236.9089,66.5
2022-03-27,362.29,44517.5312,292.5,13021377.876,69.79000000000002
2022-03-28,360.0,46797.37417,289.995,13571004.522429151,70.005
2022-03-29,389.99,47175.1229,293.5,13845898.571150001,96.49000000000001
2022-03-30,407.5,47406.40053,296.0,14032294.55688,111.5
2022-03-31,396.85,47007.62606,294.0,13820242.06164,102.85000000000002
2022-04-01,394.45,45512.76895,294.5,13403510.455775,99.94999999999999
2022-04-02,392.8,46282.10674,294.5,13630080.43493,98.30000000000001
2022-04-03,383.29,45809.54491,294.5,13490910.975994999,88.79000000000002
2022-04-04,379.74,46409.14063,297.375,13800918.19484625,82.36500000000001
2022-04-05,374.5,46583.73661,297.375,13852838.67439875,77.125
2022-04-06,359.75,45497.54104,305.0,13876750.017199999,54.75
2022-04-07,366.99,43170.48432,315.0,13598702.560800001,51.99000000000001
2022-04-08,374.7,43445.39765,315.0,13685300.25975,59.69999999999999
2022-04-09,369.5,42256.96411,315.0,13310943.69465,54.5
2022-04-10,366.25,42752.96345,315.0,13467183.486750001,51.25
2022-04-11,364.0,42154.06629,322.5,13594686.378525,41.5
2022-04-12,367.95,39527.42817,322.5,12747595.584825,45.44999999999999
2022-04-13,373.2,,322.285,,50.914999999999964
2022-04-14,375.99,,322.285,,53.704999999999984
2022-04-15,374.94,,322.285,,52.65499999999997
2022-04-16,384.9,40145.40056,322.285,12938260.419479601,62.61499999999995
2022-04-17,381.8,40380.24314,322.285,13013946.6603749,59.514999999999986
2022-04-18,384.49,39678.34008,327.5,12994656.3762,56.99000000000001
2022-04-19,382.95,40801.46106,335.0,13668489.4551,47.94999999999999
2022-04-20,382.48,41492.80889,335.0,13900090.97815,47.48000000000002
2022-04-21,381.4,41360.50153,335.0,13855768.01255,46.39999999999998
2022-04-22,379.92,40479.10937,335.0,13560501.63895,44.920000000000016
2022-04-23,379.5,39710.67882,335.0,13303077.4047,44.5
2022-04-24,379.39,39439.49611,335.0,13212231.19685,44.389999999999986
2022-04-25,380.5,39452.46658,335.0,13216576.3043,45.5
2022-04-26,382.8,40429.36894,340.0,13745985.4396,42.80000000000001
2022-04-27,385.3,38120.40348,354.99,13532362.0313652,30.310000000000002
2022-04-28,385.5,39234.70494,350.0,13732146.729,35.5
2022-04-29,389.99,39743.82631,355.0,14109058.340049999,34.99000000000001
2022-04-30,392.4,38595.54641,355.0,13701418.975550001,37.39999999999998
2022-05-01,392.99,37631.1322,355.0,13359051.931,37.99000000000001
2022-05-02,391.5,38468.78518,354.29,13629105.9014222,37.20999999999998
2022-05-03,391.39,38523.80982,354.28,13648215.3430296,37.110000000000014
2022-05-04,390.98,37730.37177,352.5,13299956.048925,38.48000000000002
2022-05-05,396.0,39691.03298,370.0,14685682.2026,26.0
2022-05-06,401.62,36550.41847,360.0,13158150.649199998,41.620000000000005
2022-05-07,403.5,36013.42686,360.0,12964833.6696,43.5
2022-05-08,406.75,35470.93917,360.0,12769538.1012,46.75
2022-05-09,424.2,34040.88486,365.0,12424922.9739,59.19999999999999
2022-05-10,429.0,30081.31965,364.985,10979230.45245525,64.01499999999999
2022-05-11,410.99,31016.65261,365.0,11321078.202650001,45.99000000000001
2022-05-12,419.44,29111.51891,370.0,10771261.9967,49.44
2022-05-13,418.5,29047.51122,360.0,10457104.0392,58.5
2022-05-14,394.5,29347.45426,360.0,10565083.533599999,34.5
2022-05-15,388.85,30063.29948,360.0,10822787.812800001,28.850000000000023
2022-05-16,382.2,31294.43678,359.28,11243465.2463184,22.920000000000016
2022-05-17,383.8,29886.71637,360.0,10759217.893199999,23.80000000000001
2022-05-18,391.0,30424.57553,360.0,10952847.1908,31.0
2022-05-19,391.49,28801.38932,359.86,10364467.9606952,31.629999999999995
2022-05-20,391.15,30315.55144,359.75,10906019.63054,31.399999999999977
2022-05-21,390.0,29186.47368,359.75,10499833.90638,30.25
2022-05-22,389.6,29462.74944,359.75,10599224.11104,29.850000000000023
2022-05-23,389.5,30260.01817,359.5,10878476.532115,30.0
2022-05-24,387.5,29128.56444,359.5,10471718.91618,28.0
2022-05-25,387.0,29636.12317,362.0,10728276.587539999,25.0
2022-05-26,387.39,29526.02822,362.25,10695803.722695,25.139999999999986
2022-05-27,387.35,29203.01481,362.0,10571491.36122,25.350000000000023
2022-05-28,386.0,28642.97626,362.0,10368757.40612,24.0
2022-05-29,385.76,29017.78773,362.0,10504439.15826,23.75999999999999
2022-05-30,385.0,29459.7327,361.99,10664128.640073,23.00999999999999
2022-05-31,385.0,31708.84176,360.0,11415183.0336,25.0
2022-06-01,384.85,31799.1243,359.5,11431785.18585,25.350000000000023
2022-06-02,385.0,29805.05502,359.5,10714917.27969,25.5
2022-06-03,384.98,30452.93646,356.0,10841245.37976,28.980000000000018
2022-06-04,384.85,29712.1738,356.0,10577533.8728,28.850000000000023
2022-06-05,384.2,29860.13626,356.0,10630208.50856,28.19999999999999
2022-06-06,384.2,29916.34364,361.84,10824929.7826976,22.360000000000014
2022-06-07,384.9,31349.62177,357.0,11191814.97189,27.899999999999977
2022-06-08,384.5,31096.03292,357.0,11101283.75244,27.5
2022-06-09,384.8,30220.52136,360.0,10879387.6896,24.80000000000001
2022-06-10,383.9,30101.712,360.0,10836616.32,23.899999999999977
2022-06-11,384.73,29091.30446,360.0,10472869.6056,24.730000000000018
2022-06-12,384.42,28410.33218,360.0,10227719.584800001,24.420000000000016
2022-06-13,392.3,26662.76223,360.0,9598594.4028,32.30000000000001
2022-06-14,387.25,22369.59496,359.28,8036948.0772287985,27.970000000000027
2022-06-15,386.35,22144.36193,360.0,7971970.294799999,26.350000000000023
2022-06-16,386.43,22569.79016,362.0,8170264.03792,24.430000000000007
2022-06-17,386.45,20365.71036,362.0,7372387.15032,24.44999999999999
2022-06-18,387.86,20444.38839,362.0,7400868.59718,25.860000000000014
2022-06-19,388.2,19013.88899,362.0,6883027.814379999,26.19999999999999
2022-06-20,387.8,20546.94676,357.0,7335259.993319999,30.80000000000001
2022-06-21,387.98,,358.0,,29.980000000000018
2022-06-22,387.6,20479.5692,360.0,7372644.9120000005,27.600000000000023
2022-06-23,388.1,20014.47101,357.0,7145166.1505700005,31.100000000000023
2022-06-24,387.35,21126.43769,357.0,7542138.255329999,30.350000000000023
2022-06-25,387.2,21225.80632,357.0,7577612.85624,30.19999999999999
2022-06-26,387.35,21486.41676,357.0,7670650.78332,30.350000000000023
2022-06-27,387.99,21034.77752,357.0,7509415.57464,30.99000000000001
2022-06-28,387.89,20737.23753,356.0,7382456.560679999,31.889999999999986
2022-06-29,388.35,20281.64611,356.0,7220266.015160001,32.35000000000002
2022-06-30,388.75,20118.91202,356.0,7162332.6791199995,32.75
2022-07-01,388.01,19819.43064,356.0,7055717.30784,32.00999999999999
2022-07-02,387.8,19297.68388,356.0,6869975.46128,31.80000000000001
2022-07-03,387.8,19241.23476,356.0,6849879.57456,31.80000000000001
2022-07-04,386.75,19306.82873,364.0,7027685.6577200005,22.75
2022-07-05,387.6,20228.41495,360.0,7282229.381999999,27.600000000000023
2022-07-06,387.23,20190.01785,364.0,7349166.4974,23.230000000000018
2022-07-07,386.6,20573.71953,360.0,7406539.0308,26.600000000000023
2022-07-08,386.28,21659.66571,364.75,7900363.0677225,21.529999999999973
2022-07-09,386.0,21597.30571,364.75,7877617.2577225,21.25
2022-07-10,384.89,21583.4059,364.75,7872547.302025001,20.139999999999986
2022-07-11,384.42,20819.3174,360.0,7494954.264,24.420000000000016
